vintage,state_fips,measure,cut,wage_bill_usd,share_of_bill_scored,share_of_bill_exposed,occupations
2023,44,eloundou_beta,0.4782608695652174,30701796000.0,0.9587162523000283,0.39251781631659605,486
2023,45,eloundou_beta,0.4782608695652174,119939572000.0,0.9513475560843255,0.3608582116342031,716
2023,46,eloundou_beta,0.4782608695652174,22831529500.0,0.9595334031388479,0.34022836497511605,568
2023,47,eloundou_beta,0.4782608695652174,178017210400.0,0.9433716213317317,0.3757621650927957,726
2023,48,eloundou_beta,0.4782608695652174,825853817200.0,0.9583237885650352,0.4004950943063052,778
2023,49,eloundou_beta,0.4782608695652174,100639248800.0,0.9560780058207271,0.42414091862005887,703
2023,50,eloundou_beta,0.4782608695652174,17695846000.0,0.9321362878044938,0.3495689726719955,521
2023,51,eloundou_beta,0.4782608695652174,263384029700.0,0.9542151867987765,0.47541795866038755,732
2023,53,eloundou_beta,0.4782608695652174,266788469600.0,0.9518930701193992,0.4567737421886838,750
2023,54,eloundou_beta,0.4782608695652174,35302543000.0,0.9449774737191029,0.31745491446686835,631
2023,55,eloundou_beta,0.4782608695652174,171115813700.0,0.9402542647640754,0.3719387691350462,735
2023,56,eloundou_beta,0.4782608695652174,15099553600.0,0.9522891524422284,0.27820502435990424,493
2023,66,eloundou_beta,0.4782608695652174,2069600900.0,0.960371779892442,0.3281192368854625,209
2023,72,eloundou_beta,0.4782608695652174,30773259900.0,0.940224005972146,0.3881314109435568,537
2023,78,eloundou_beta,0.4782608695652174,1376417200.0,0.9578252872748175,0.33248255872870625,171
2024,01,eloundou_beta,0.4782608695652174,113004917200.0,0.9507228133255072,0.36598275886372045,679
2024,02,eloundou_beta,0.4782608695652174,22493593900.0,0.9455312785743856,0.31209200321193936,510
2024,04,eloundou_beta,0.4782608695652174,207063167600.0,0.9536205486890272,0.3871135598325393,667
2024,05,eloundou_beta,0.4782608695652174,67040975100.0,0.9514927147889888,0.33592309177999113,646
2024,06,eloundou_beta,0.4782608695652174,1428291578900.0,0.9352627443401921,0.4272116343961816,771
2024,08,eloundou_beta,0.4782608695652174,210618337100.0,0.952097972859743,0.457459465280972,695
2024,09,eloundou_beta,0.4782608695652174,124665230300.0,0.950476577269035,0.3974831936595179,640
2024,10,eloundou_beta,0.4782608695652174,30073334600.0,0.961354002957823,0.39958801527741544,480
